order_id,customer_id,sku_id,data_pedido,canal,categoria,produto,quantidade,preco_unitario,receita_bruta,desconto_reais,receita_liquida,custo_produto,custo_frete,metodo_pagamento,status_pagamento,margem_contribuicao,tempo_entrega_real,devolvido,motivo_devolucao
ORD-079220,CLI-06160,SKU-01959,2023-08-21 01:38:49,Orgânico,Moda,Camiseta Básico Branco,4,118.75,475.0,0.0,475.0,177.72,0.0,Cartão de Crédito,Aprovado,297.28,2,False,Não se aplica
ORD-076088,CLI-01729,SKU-04877,2023-08-21 01:44:16,Google Ads,Moda,Top Exclusivo Verde,2,211.93,423.86,73.04,350.82,134.92,0.0,Cartão de Crédito,Aprovado,215.9,3,False,Não se aplica
ORD-045146,CLI-04627,SKU-00654,2023-08-21 01:57:40,Instagram Ads,Beleza,Creme Hidratante Clássico Rosa,4,334.51,1338.04,68.37,1269.67,555.48,0.0,PIX,Aprovado,714.19,10,False,Não se aplica
ORD-044766,CLI-13668,SKU-00434,2023-08-21 02:15:39,Marketplace,Lifestyle,Difusor Moderno Dourado,4,168.24,672.96,0.0,672.96,235.97,23.99,Cartão de Crédito,Aprovado,413.0,14,False,Não se aplica
ORD-025913,CLI-11830,SKU-04758,2023-08-21 03:20:21,Instagram Ads,Moda,Camiseta Artesanal Vermelho,4,191.35,765.4,300.97,464.43,317.77,0.0,Cartão de Crédito,Aprovado,146.66,14,False,Não se aplica
ORD-013213,CLI-03910,SKU-00635,2023-08-21 04:01:34,Google Ads,Moda,Saia Clássico Prata,1,248.38,248.38,30.34,218.04,109.67,26.19,Cartão de Crédito,Aprovado,82.18,6,False,Não se aplica
ORD-043026,CLI-11830,SKU-03353,2023-08-21 04:32:37,Orgânico,Moda,Camiseta Sport Nude,2,247.23,494.46,140.91,353.55,185.09,0.0,Cartão de Crédito,Aprovado,168.46,13,False,Não se aplica
ORD-068056,CLI-11830,SKU-04486,2023-08-21 04:42:49,Instagram Ads,Moda,Legging Urban Nude,5,239.59,1197.95,107.09,1090.86,575.64,0.0,PIX,Aprovado,515.22,7,False,Não se aplica
ORD-077425,CLI-11830,SKU-00189,2023-08-21 04:49:48,Google Ads,Lifestyle,Difusor Exclusivo Nude,1,277.01,277.01,0.0,277.01,104.6,0.0,Boleto,Aprovado,172.41,7,False,Não se aplica
ORD-055811,CLI-12360,SKU-04504,2023-08-21 07:06:35,Google Ads,Lifestyle,Caderno Luxo Prata,5,104.17,520.85,120.09,400.76,257.31,0.0,Cartão de Crédito,Aprovado,143.45,2,False,Não se aplica
ORD-047642,CLI-11830,SKU-01168,2023-08-21 07:38:36,TikTok Ads,Moda,Vestido Delicado Rosa,4,195.76,783.04,0.0,783.04,243.47,0.0,Cartão de Crédito,Aprovado,539.57,3,False,Não se aplica
ORD-039614,CLI-11830,SKU-00066,2023-08-21 07:59:10,Orgânico,Acessórios,Lenço Oversize Branco,6,91.63,549.78,33.37,516.41,234.95,0.0,PIX,Aprovado,281.46,3,False,Não se aplica
ORD-021440,CLI-14211,SKU-01319,2023-08-21 08:05:00,Marketplace,Beleza,Esfoliante Premium Prata,4,175.65,702.6,0.0,702.6,249.18,39.83,PIX,Aprovado,413.59,11,False,Não se aplica
ORD-074224,CLI-06160,SKU-00344,2023-08-21 08:07:54,Orgânico,Moda,Legging Sport Nude,4,198.08,792.32,0.0,792.32,333.58,0.0,Cartão de Crédito,Aprovado,458.74,5,False,Não se aplica
ORD-050795,CLI-11830,SKU-04230,2023-08-21 08:26:40,Orgânico,Beleza,Sérum Facial Delicado Branco,3,96.1,288.3,34.86,253.44,140.08,0.0,PIX,Aprovado,113.36,1,False,Não se aplica
ORD-067247,CLI-01729,SKU-04080,2023-08-21 09:17:24,Marketplace,Beleza,Condicionador Slim Nude,3,521.04,1563.12,281.52,1281.6,670.43,45.63,Cartão de Crédito,Aprovado,565.54,11,False,Não se aplica
ORD-002800,CLI-02474,SKU-04519,2023-08-21 10:05:11,Marketplace,Moda,Blusa de Tricô Edição Limitada Verde,5,175.28,876.4,0.0,876.4,321.37,40.82,PIX,Cancelado,514.21,9,False,Não se aplica
ORD-064210,CLI-07163,SKU-00291,2023-08-21 11:05:35,Google Ads,Moda,Saia Artesanal Preto,2,290.89,581.78,228.58,353.2,272.35,0.0,PIX,Aprovado,80.85,5,False,Não se aplica
ORD-006338,CLI-01729,SKU-03465,2023-08-21 11:44:19,Marketplace,Acessórios,Pochete Edição Limitada Vermelho,5,216.02,1080.1,86.16,993.94,459.73,10.66,Cartão de Crédito,Aprovado,523.55,7,False,Não se aplica
ORD-004747,CLI-11830,SKU-00984,2023-08-21 12:12:21,Email Marketing,Acessórios,Pulseira Básico Preto,1,106.14,106.14,38.09,68.05,47.75,37.99,Cartão de Crédito,Aprovado,-17.69,13,False,Não se aplica
ORD-038587,CLI-14211,SKU-03467,2023-08-21 12:17:47,Marketplace,Moda,Blusa de Tricô Edição Limitada Prata,5,337.64,1688.2,0.0,1688.2,788.86,12.46,Cartão de Crédito,Aprovado,886.88,9,False,Não se aplica
ORD-020156,CLI-01729,SKU-01603,2023-08-21 12:28:48,Instagram Ads,Beleza,Máscara de Cílios Sport Prata,1,248.53,248.53,13.42,235.11,91.4,37.28,PIX,Aprovado,106.43,6,False,Não se aplica
ORD-014719,CLI-11830,SKU-01503,2023-08-21 12:32:35,Marketplace,Moda,Calça Jeans Luxo Azul,3,252.09,756.27,66.21,690.06,353.22,23.42,Cartão de Crédito,Aprovado,313.42,15,False,Não se aplica
ORD-040540,CLI-01729,SKU-00194,2023-08-21 12:35:38,TikTok Ads,Beleza,Batom Básico Prata,6,232.07,1392.42,0.0,1392.42,456.69,0.0,Cartão de Crédito,Cancelado,935.73,14,False,Não se aplica
ORD-004804,CLI-11830,SKU-04486,2023-08-21 12:40:08,Marketplace,Moda,Legging Urban Nude,4,175.67,702.68,233.48,469.2,331.74,15.14,PIX,Cancelado,122.32,15,False,Não se aplica
ORD-024270,CLI-01729,SKU-00715,2023-08-21 14:38:18,Google Ads,Acessórios,Brinco Delicado Dourado,1,126.92,126.92,0.0,126.92,54.27,20.61,PIX,Aprovado,52.04,11,False,Não se aplica
ORD-028247,CLI-01729,SKU-00199,2023-08-21 14:45:03,Orgânico,Beleza,Batom Clássico Bege,2,365.74,731.48,0.0,731.48,311.33,0.0,Cartão de Crédito,Aprovado,420.15,6,False,Não se aplica
ORD-055508,CLI-11830,SKU-03547,2023-08-21 15:30:35,Google Ads,Lifestyle,Porta-Retrato Delicado Dourado,6,95.41,572.46,0.0,572.46,278.54,0.0,Cartão de Crédito,Aprovado,293.92,6,False,Não se aplica
ORD-014045,CLI-12742,SKU-04386,2023-08-21 15:42:13,Email Marketing,Beleza,Protetor Solar Exclusivo Vermelho,6,229.54,1377.24,124.08,1253.16,671.58,0.0,Cartão de Crédito,Aprovado,581.58,12,False,Não se aplica
ORD-072864,CLI-11830,SKU-04231,2023-08-21 15:45:54,Orgânico,Beleza,Sombra Sport Bege,2,264.25,528.5,125.25,403.25,172.32,0.0,Boleto,Aprovado,230.93,1,False,Não se aplica
ORD-059693,CLI-06160,SKU-00580,2023-08-21 15:46:54,Marketplace,Beleza,Máscara de Cílios Slim Branco,1,264.41,264.41,77.46,186.95,111.69,47.08,Cartão de Crédito,Aprovado,28.18,6,False,Não se aplica
ORD-025146,CLI-11830,SKU-03737,2023-08-21 15:57:07,Google Ads,Moda,Blusa de Tricô Delicado Prata,4,269.39,1077.56,55.85,1021.71,518.55,0.0,Boleto,Aprovado,503.16,11,False,Não se aplica
ORD-051172,CLI-11830,SKU-00241,2023-08-21 16:11:16,Google Ads,Lifestyle,Relógio de Parede Exclusivo Dourado,4,137.34,549.36,0.0,549.36,204.86,0.0,Cartão de Crédito,Aprovado,344.5,1,False,Não se aplica
ORD-056227,CLI-14837,SKU-00408,2023-08-21 16:15:07,Instagram Ads,Moda,Camiseta Slim Rosa,3,235.61,706.83,0.0,706.83,255.76,0.0,Cartão de Crédito,Aprovado,451.07,4,False,Não se aplica
ORD-042755,CLI-11830,SKU-02552,2023-08-21 16:27:25,TikTok Ads,Lifestyle,Espelho de Mesa Premium Bege,1,294.23,294.23,0.0,294.23,143.37,0.0,Cartão de Crédito,Aprovado,150.86,12,False,Não se aplica
ORD-073628,CLI-08289,SKU-02059,2023-08-21 16:36:38,Instagram Ads,Moda,Jaqueta Luxo Verde,5,123.97,619.85,37.62,582.23,280.1,0.0,PIX,Aprovado,302.13,9,True,Produto com defeito
ORD-036647,CLI-01729,SKU-04165,2023-08-21 16:39:08,Orgânico,Beleza,Batom Básico Prata,2,167.48,334.96,37.57,297.39,114.48,0.0,Cartão de Crédito,Aprovado,182.91,7,False,Não se aplica
ORD-004230,CLI-11830,SKU-02705,2023-08-21 17:51:00,Instagram Ads,Lifestyle,Caderno Sport Rosa,4,82.67,330.68,0.0,330.68,152.43,0.0,Cartão de Crédito,Aprovado,178.25,2,False,Não se aplica
ORD-061369,CLI-11830,SKU-02127,2023-08-21 18:11:03,Marketplace,Moda,Camisa Social Exclusivo Azul,1,83.1,83.1,11.21,71.89,35.32,43.85,PIX,Aprovado,-7.28,5,False,Não se aplica
ORD-048179,CLI-01729,SKU-00491,2023-08-21 18:38:55,Google Ads,Moda,Shorts Exclusivo Nude,3,487.79,1463.37,0.0,1463.37,668.73,0.0,Cartão de Crédito,Aprovado,794.64,2,False,Não se aplica
ORD-045661,CLI-01729,SKU-01836,2023-08-21 20:34:15,Google Ads,Lifestyle,Difusor Sport Prata,4,233.73,934.92,94.67,840.25,349.56,0.0,PIX,Aprovado,490.69,9,False,Não se aplica
ORD-071530,CLI-14211,SKU-03285,2023-08-21 20:42:30,Instagram Ads,Lifestyle,Caderno Premium Prata,4,126.86,507.44,0.0,507.44,179.57,0.0,PIX,Aprovado,327.87,12,False,Não se aplica
ORD-052870,CLI-11830,SKU-04919,2023-08-21 20:46:49,Google Ads,Moda,Blusa de Tricô Sport Rosa,5,91.05,455.25,66.11,389.14,210.14,0.0,PIX,Aprovado,179.0,1,False,Não se aplica
ORD-063341,CLI-03910,SKU-01974,2023-08-21 22:00:26,Instagram Ads,Moda,Regata Luxo Preto,5,296.53,1482.65,0.0,1482.65,503.44,0.0,Cartão de Crédito,Aprovado,979.21,3,False,Não se aplica
ORD-054760,CLI-11830,SKU-02242,2023-08-21 22:17:37,Google Ads,Beleza,Base Líquida Exclusivo Azul,2,44.16,88.32,23.75,64.57,31.01,22.01,Cartão de Crédito,Aprovado,11.55,7,True,Produto com defeito
ORD-060988,CLI-11830,SKU-01949,2023-08-21 22:23:41,Marketplace,Beleza,Esfoliante Moderno Verde,3,91.33,273.99,22.05,251.94,118.58,16.21,PIX,Aprovado,117.15,8,False,Não se aplica
ORD-042726,CLI-01729,SKU-04743,2023-08-21 22:31:19,Instagram Ads,Moda,Camiseta Luxo Nude,2,230.76,461.52,155.46,306.06,154.14,0.0,Vale-Troca,Aguardando,151.92,8,False,Não se aplica
ORD-049817,CLI-11830,SKU-03404,2023-08-21 23:33:13,Google Ads,Beleza,Perfume Moderno Azul,3,257.92,773.76,0.0,773.76,256.74,0.0,Cartão de Crédito,Cancelado,517.02,6,False,Não se aplica
ORD-053391,CLI-04767,SKU-02880,2023-08-21 23:35:45,Orgânico,Moda,Moletom Edição Limitada Dourado,1,348.39,348.39,0.0,348.39,152.11,0.0,PIX,Cancelado,196.28,6,False,Não se aplica
ORD-058404,CLI-01729,SKU-04909,2023-08-22 00:14:14,Instagram Ads,Acessórios,Meias Exclusivo Dourado,2,185.97,371.94,0.0,371.94,177.25,0.0,Boleto,Aprovado,194.69,12,False,Não se aplica
ORD-022386,CLI-07163,SKU-01910,2023-08-22 00:29:02,Google Ads,Lifestyle,Difusor Sport Preto,6,260.03,1560.18,312.49,1247.69,771.75,0.0,Cartão de Crédito,Aprovado,475.94,7,False,Não se aplica
ORD-047563,CLI-01729,SKU-01273,2023-08-22 00:35:22,Instagram Ads,Moda,Vestido Edição Limitada Prata,4,91.27,365.08,0.0,365.08,167.54,0.0,Cartão de Crédito,Aprovado,197.54,14,False,Não se aplica
ORD-022838,CLI-11830,SKU-04862,2023-08-22 01:06:14,Google Ads,Beleza,Condicionador Básico Rosa,6,304.44,1826.64,0.0,1826.64,696.94,0.0,Vale-Troca,Aprovado,1129.7,14,False,Não se aplica
ORD-077342,CLI-11830,SKU-03399,2023-08-22 02:19:17,Marketplace,Lifestyle,Kit Chá Premium Verde,5,181.68,908.4,0.0,908.4,323.9,40.12,PIX,Aprovado,544.38,9,False,Não se aplica
ORD-058398,CLI-11830,SKU-02176,2023-08-22 02:21:29,Orgânico,Beleza,Condicionador Básico Azul,2,242.63,485.26,0.0,485.26,238.15,0.0,Cartão de Crédito,Aprovado,247.11,5,False,Não se aplica
ORD-007262,CLI-04627,SKU-00877,2023-08-22 02:35:21,Marketplace,Beleza,Creme Hidratante Moderno Azul,2,117.48,234.96,76.44,158.52,72.25,15.85,Boleto,Aprovado,70.42,6,False,Não se aplica
ORD-060633,CLI-01729,SKU-01459,2023-08-22 02:50:19,Instagram Ads,Lifestyle,Relógio de Parede Sport Bege,3,121.08,363.24,0.0,363.24,164.12,0.0,Cartão de Crédito,Aprovado,199.12,8,True,Não gostei
ORD-048134,CLI-06351,SKU-01644,2023-08-22 03:16:48,Instagram Ads,Moda,Legging Sustentável Dourado,5,580.85,2904.25,0.0,2904.25,1359.19,0.0,Boleto,Aprovado,1545.06,10,False,Não se aplica
ORD-031345,CLI-03277,SKU-02867,2023-08-22 03:19:41,Marketplace,Moda,Vestido Sustentável Dourado,2,304.38,608.76,0.0,608.76,273.88,45.32,Cartão de Crédito,Aprovado,289.56,14,False,Não se aplica
ORD-026922,CLI-01729,SKU-04758,2023-08-22 03:52:10,Google Ads,Moda,Camiseta Artesanal Vermelho,4,123.76,495.04,120.9,374.14,202.74,0.0,PIX,Aprovado,171.4,6,False,Não se aplica
ORD-013770,CLI-11830,SKU-04265,2023-08-22 04:00:41,Marketplace,Lifestyle,Planta Artificial Sustentável Dourado,6,100.47,602.82,119.39,483.43,221.86,17.55,Cartão de Crédito,Aguardando,244.02,11,False,Não se aplica
ORD-000856,CLI-11830,SKU-01959,2023-08-22 04:25:20,TikTok Ads,Moda,Camiseta Básico Branco,2,244.21,488.42,0.0,488.42,175.17,0.0,Cartão de Crédito,Aprovado,313.25,8,False,Não se aplica
ORD-025760,CLI-09124,SKU-03267,2023-08-22 05:02:54,Influenciador,Moda,Shorts Exclusivo Preto,5,115.65,578.25,0.0,578.25,220.21,0.0,PIX,Aprovado,358.04,5,False,Não se aplica
ORD-077165,CLI-11830,SKU-02247,2023-08-22 05:09:31,Marketplace,Moda,Jaqueta Sport Nude,6,163.83,982.98,317.83,665.15,485.09,16.36,Boleto,Aprovado,163.7,9,False,Não se aplica
ORD-003369,CLI-10455,SKU-00972,2023-08-22 05:30:11,Google Ads,Moda,Camisa Social Sustentável Rosa,3,144.96,434.88,42.37,392.51,182.69,0.0,Cartão de Crédito,Aprovado,209.82,1,False,Não se aplica
ORD-047227,CLI-11830,SKU-04124,2023-08-22 06:32:27,Google Ads,Lifestyle,Kit Chá Moderno Azul,3,214.92,644.76,171.28,473.48,274.2,0.0,Cartão de Crédito,Aprovado,199.28,6,False,Não se aplica
ORD-073098,CLI-11830,SKU-03882,2023-08-22 07:02:33,Email Marketing,Beleza,Kit Skincare Premium Azul,3,350.62,1051.86,0.0,1051.86,410.07,0.0,PIX,Aprovado,641.79,1,False,Não se aplica
ORD-072595,CLI-11830,SKU-04429,2023-08-22 07:38:26,Google Ads,Moda,Blusa de Tricô Oversize Branco,4,210.82,843.28,192.71,650.57,261.34,0.0,Cartão de Crédito,Aprovado,389.23,8,False,Não se aplica
ORD-040360,CLI-12799,SKU-03754,2023-08-22 08:15:51,Google Ads,Beleza,Base Líquida Exclusivo Preto,1,83.18,83.18,0.0,83.18,40.29,25.99,Cartão de Crédito,Aprovado,16.9,9,False,Não se aplica
ORD-040811,CLI-06160,SKU-02931,2023-08-22 09:35:44,Instagram Ads,Moda,Vestido Slim Vermelho,5,348.37,1741.85,621.98,1119.87,833.91,0.0,Cartão de Crédito,Aprovado,285.96,9,False,Não se aplica
ORD-053737,CLI-11830,SKU-01323,2023-08-22 10:55:19,Orgânico,Acessórios,Bolsa de Couro Moderno Branco,1,351.9,351.9,0.0,351.9,173.3,0.0,Cartão de Crédito,Aprovado,178.6,8,False,Não se aplica
ORD-033477,CLI-11830,SKU-00764,2023-08-22 11:01:49,Google Ads,Lifestyle,Almofada Básico Azul,4,509.7,2038.8,166.11,1872.69,908.27,0.0,Cartão de Crédito,Aprovado,964.42,2,False,Não se aplica
ORD-014633,CLI-02474,SKU-04783,2023-08-22 11:45:51,Marketplace,Lifestyle,Relógio de Parede Slim Azul,5,97.28,486.4,69.59,416.81,173.14,10.9,Cartão de Crédito,Aguardando,232.77,17,True,Atraso na entrega
ORD-053082,CLI-01729,SKU-01188,2023-08-22 12:16:29,Email Marketing,Moda,Camisa Social Sport Preto,3,212.91,638.73,0.0,638.73,269.31,0.0,Cartão de Crédito,Aguardando,369.42,10,False,Não se aplica
ORD-029337,CLI-11830,SKU-02085,2023-08-22 12:43:45,Marketplace,Moda,Camiseta Slim Verde,6,325.77,1954.62,483.95,1470.67,974.3,54.55,Cartão de Crédito,Aprovado,441.82,15,False,Não se aplica
ORD-031742,CLI-11830,SKU-04007,2023-08-22 13:28:41,Marketplace,Moda,Vestido Oversize Rosa,4,276.95,1107.8,0.0,1107.8,455.13,46.44,Cartão de Crédito,Aprovado,606.23,15,False,Não se aplica
ORD-023326,CLI-11830,SKU-03468,2023-08-22 13:44:09,Marketplace,Lifestyle,Almofada Sport Vermelho,3,161.71,485.13,0.0,485.13,180.31,18.99,PIX,Aprovado,285.83,12,False,Não se aplica
ORD-070038,CLI-06160,SKU-01444,2023-08-22 13:50:28,Google Ads,Moda,Vestido Oversize Branco,2,284.14,568.28,0.0,568.28,241.0,0.0,Cartão de Crédito,Aprovado,327.28,10,False,Não se aplica
ORD-072325,CLI-11830,SKU-04121,2023-08-22 14:26:05,Instagram Ads,Lifestyle,Garrafa Térmica Delicado Rosa,4,194.96,779.84,0.0,779.84,388.08,0.0,PIX,Aprovado,391.76,9,False,Não se aplica
ORD-070401,CLI-03910,SKU-04120,2023-08-22 14:42:46,Marketplace,Lifestyle,Caderno Sustentável Preto,2,170.59,341.18,0.0,341.18,156.47,10.59,PIX,Aprovado,174.12,8,False,Não se aplica
ORD-077988,CLI-11830,SKU-01184,2023-08-22 14:44:09,Email Marketing,Beleza,Base Líquida Luxo Nude,1,93.15,93.15,0.0,93.15,38.11,22.01,Cartão de Crédito,Aprovado,33.03,5,False,Não se aplica
ORD-042037,CLI-02474,SKU-03246,2023-08-22 15:46:00,Marketplace,Moda,Jaqueta Sport Bege,3,248.18,744.54,0.0,744.54,283.96,20.39,PIX,Aprovado,440.19,9,False,Não se aplica
ORD-044813,CLI-11830,SKU-03788,2023-08-22 16:25:50,Marketplace,Lifestyle,Planta Artificial Premium Preto,5,213.07,1065.35,0.0,1065.35,339.5,41.99,Cartão de Crédito,Aprovado,683.86,6,False,Não se aplica
ORD-006223,CLI-13668,SKU-04899,2023-08-22 17:27:53,Email Marketing,Moda,Legging Delicado Azul,3,83.46,250.38,71.53,178.85,80.02,38.08,PIX,Cancelado,60.75,4,False,Não se aplica
ORD-058335,CLI-03910,SKU-02582,2023-08-22 18:06:10,TikTok Ads,Lifestyle,Porta-Retrato Slim Vermelho,4,342.03,1368.12,174.35,1193.77,567.76,0.0,PIX,Aprovado,626.01,3,True,Produto com defeito
ORD-071158,CLI-03910,SKU-03164,2023-08-22 18:16:33,Marketplace,Moda,Calça Jeans Premium Dourado,6,168.74,1012.44,0.0,1012.44,458.89,35.31,PIX,Aprovado,518.24,12,False,Não se aplica
ORD-009620,CLI-11830,SKU-01308,2023-08-22 18:58:02,Instagram Ads,Beleza,Sérum Facial Exclusivo Dourado,5,241.48,1207.4,0.0,1207.4,441.79,0.0,PIX,Aprovado,765.61,8,False,Não se aplica
ORD-055434,CLI-02474,SKU-04341,2023-08-22 19:00:05,Google Ads,Acessórios,Brinco Clássico Prata,5,217.49,1087.45,0.0,1087.45,504.6,0.0,PIX,Aprovado,582.85,3,False,Não se aplica
ORD-051792,CLI-01729,SKU-04630,2023-08-22 19:06:43,Marketplace,Beleza,Creme Hidratante Edição Limitada Nude,6,98.74,592.44,159.29,433.15,178.86,38.58,Boleto,Aprovado,215.71,6,True,Arrependimento
ORD-003756,CLI-06014,SKU-04756,2023-08-22 19:07:10,Marketplace,Moda,Legging Oversize Preto,4,199.7,798.8,0.0,798.8,343.97,13.19,Cartão de Crédito,Aprovado,441.64,6,True,Produto com defeito
ORD-010320,CLI-11830,SKU-03108,2023-08-22 19:25:28,Marketplace,Beleza,Esfoliante Luxo Bege,2,122.31,244.62,14.09,230.53,83.31,21.36,PIX,Aprovado,125.86,8,False,Não se aplica
ORD-042081,CLI-01729,SKU-01373,2023-08-22 20:14:03,Google Ads,Beleza,Condicionador Clássico Bege,3,122.74,368.22,0.0,368.22,146.68,0.0,PIX,Aprovado,221.54,2,False,Não se aplica
ORD-068067,CLI-02474,SKU-04913,2023-08-22 20:45:03,Orgânico,Beleza,Esfoliante Delicado Prata,2,208.94,417.88,43.88,374.0,127.92,0.0,Cartão de Crédito,Aprovado,246.08,5,True,Tamanho errado
ORD-039969,CLI-09097,SKU-00584,2023-08-22 20:48:39,Google Ads,Beleza,Batom Básico Azul,1,92.77,92.77,7.81,84.96,31.95,31.39,Cartão de Crédito,Aprovado,21.62,2,False,Não se aplica
ORD-063105,CLI-11830,SKU-02844,2023-08-22 21:05:36,Email Marketing,Moda,Camiseta Clássico Bege,3,383.94,1151.82,0.0,1151.82,419.72,0.0,PIX,Aprovado,732.1,13,False,Não se aplica
ORD-041485,CLI-11830,SKU-00793,2023-08-22 21:11:10,Instagram Ads,Moda,Regata Básico Prata,4,221.97,887.88,0.0,887.88,304.71,0.0,PIX,Aprovado,583.17,6,False,Não se aplica
ORD-049423,CLI-12360,SKU-01218,2023-08-22 21:29:14,TikTok Ads,Beleza,Creme Hidratante Clássico Branco,2,101.98,203.96,76.22,127.74,65.24,29.29,Cartão de Crédito,Cancelado,33.21,5,False,Não se aplica
ORD-014692,CLI-09365,SKU-01392,2023-08-22 22:00:26,Orgânico,Lifestyle,Espelho de Mesa Luxo Verde,3,242.25,726.75,287.49,439.26,292.95,0.0,Cartão de Crédito,Aprovado,146.31,1,False,Não se aplica
ORD-076716,CLI-14837,SKU-00090,2023-08-22 22:04:39,TikTok Ads,Beleza,Creme Hidratante Edição Limitada Vermelho,3,161.42,484.26,0.0,484.26,160.06,0.0,PIX,Aprovado,324.2,12,False,Não se aplica
ORD-015492,CLI-01729,SKU-00488,2023-08-22 22:14:15,Instagram Ads,Acessórios,Colar Slim Dourado,5,212.81,1064.05,0.0,1064.05,394.11,0.0,Cartão de Crédito,Aprovado,669.94,1,False,Não se aplica
ORD-039245,CLI-11830,SKU-00319,2023-08-22 22:21:35,TikTok Ads,Beleza,Óleo Corporal Sport Nude,3,263.44,790.32,0.0,790.32,281.85,0.0,Cartão de Crédito,Aprovado,508.47,11,False,Não se aplica
ORD-029016,CLI-14211,SKU-01711,2023-08-22 22:25:41,Marketplace,Moda,Camisa Social Slim Bege,4,233.11,932.44,294.79,637.65,463.86,55.38,Cartão de Crédito,Aprovado,118.41,15,True,Não gostei
ORD-055218,CLI-01729,SKU-00503,2023-08-22 23:00:27,Google Ads,Beleza,Sombra Artesanal Rosa,6,427.77,2566.62,675.56,1891.06,952.55,0.0,Cartão de Crédito,Aprovado,938.51,14,False,Não se aplica
ORD-021196,CLI-07163,SKU-03745,2023-08-22 23:31:53,Influenciador,Beleza,Perfume Urban Nude,6,365.33,2191.98,866.88,1325.1,768.86,0.0,Cartão de Crédito,Aprovado,556.24,6,False,Não se aplica
ORD-007267,CLI-11830,SKU-01977,2023-08-23 00:36:59,Orgânico,Beleza,Kit Skincare Moderno Rosa,4,109.14,436.56,96.83,339.73,188.43,0.0,Cartão de Crédito,Aprovado,151.3,14,False,Não se aplica
ORD-019345,CLI-02474,SKU-04303,2023-08-23 02:11:35,Google Ads,Moda,Shorts Moderno Preto,6,52.12,312.72,0.0,312.72,149.56,0.0,Cartão de Crédito,Aprovado,163.16,10,False,Não se aplica
ORD-006456,CLI-11830,SKU-02500,2023-08-23 02:51:44,TikTok Ads,Beleza,Kit Skincare Clássico Nude,2,217.17,434.34,69.25,365.09,211.16,0.0,Boleto,Aprovado,153.93,8,False,Não se aplica
ORD-058152,CLI-03910,SKU-03340,2023-08-23 03:25:51,Google Ads,Moda,Jaqueta Premium Rosa,4,200.18,800.72,0.0,800.72,328.27,0.0,Boleto,Cancelado,472.45,12,False,Não se aplica
ORD-015125,CLI-14211,SKU-03719,2023-08-23 03:37:07,Google Ads,Beleza,Creme Hidratante Urban Verde,6,40.05,240.3,0.0,240.3,100.86,30.83,Vale-Troca,Aprovado,108.61,11,False,Não se aplica
ORD-007014,CLI-11830,SKU-04970,2023-08-23 04:30:28,Orgânico,Beleza,Creme Hidratante Moderno Nude,5,91.02,455.1,0.0,455.1,225.65,0.0,PIX,Aprovado,229.45,10,False,Não se aplica
ORD-033831,CLI-11830,SKU-04179,2023-08-23 04:35:23,TikTok Ads,Moda,Top Delicado Dourado,4,324.52,1298.08,0.0,1298.08,608.96,0.0,PIX,Aprovado,689.12,4,False,Não se aplica
ORD-062270,CLI-11830,SKU-02907,2023-08-23 04:59:12,Instagram Ads,Beleza,Sérum Facial Sport Prata,1,250.63,250.63,59.15,191.48,108.67,43.5,PIX,Aprovado,39.31,1,False,Não se aplica
ORD-066865,CLI-03910,SKU-02706,2023-08-23 05:09:36,Google Ads,Acessórios,Carteira Delicado Nude,3,159.59,478.77,182.99,295.78,227.38,0.0,Cartão de Crédito,Aprovado,68.4,1,False,Não se aplica
ORD-067070,CLI-01729,SKU-00605,2023-08-23 05:33:08,Google Ads,Moda,Camisa Social Básico Prata,6,295.75,1774.5,0.0,1774.5,653.04,0.0,Cartão de Crédito,Aprovado,1121.46,11,False,Não se aplica
ORD-053968,CLI-01729,SKU-01308,2023-08-23 06:27:11,Orgânico,Beleza,Sérum Facial Exclusivo Dourado,2,270.01,540.02,0.0,540.02,201.28,0.0,Boleto,Aprovado,338.74,6,False,Não se aplica
ORD-008098,CLI-11830,SKU-04944,2023-08-23 06:59:53,Email Marketing,Acessórios,Cinto Slim Dourado,5,141.76,708.8,0.0,708.8,280.8,0.0,Cartão de Crédito,Aprovado,428.0,14,False,Não se aplica
ORD-032659,CLI-11830,SKU-04567,2023-08-23 07:03:23,Email Marketing,Moda,Vestido Artesanal Bege,3,207.11,621.33,229.83,391.5,210.11,0.0,Cartão de Crédito,Aprovado,181.39,9,False,Não se aplica
ORD-006878,CLI-12360,SKU-00573,2023-08-23 08:14:55,Instagram Ads,Moda,Regata Premium Bege,3,147.95,443.85,0.0,443.85,183.19,0.0,Cartão de Crédito,Aprovado,260.66,5,False,Não se aplica
ORD-018964,CLI-11830,SKU-01310,2023-08-23 09:26:16,Instagram Ads,Moda,Camiseta Delicado Azul,1,201.61,201.61,0.0,201.61,62.94,24.07,PIX,Cancelado,114.6,10,True,Tamanho errado
ORD-071087,CLI-11830,SKU-03813,2023-08-23 09:46:26,Influenciador,Lifestyle,Caderno Premium Vermelho,3,276.08,828.24,0.0,828.24,396.54,0.0,PIX,Aprovado,431.7,6,False,Não se aplica
ORD-017364,CLI-01729,SKU-04948,2023-08-23 09:54:16,Email Marketing,Beleza,Perfume Premium Bege,6,103.27,619.62,0.0,619.62,218.66,0.0,PIX,Aprovado,400.96,6,False,Não se aplica
