sku_id,nome_produto,categoria,subcategoria,fornecedor_id,lead_time_reposicao,custo_unitario,preco_venda_sugerido,estoque_fisico,estoque_reservado,estoque_disponivel,ponto_pedido,data_ultima_entrada,status_disponibilidade,shelf_life_dias,volume_m3
SKU-02456,Almofada Clássico Verde,Lifestyle,Almofada,FORN-024,53,287.42,677.56,250,61,189,74,2024-05-19,Em Estoque,448,0.3974
SKU-02457,Shorts Edição Limitada Rosa,Moda,Shorts,FORN-007,5,185.21,410.88,544,34,510,109,2024-09-14,Em Estoque,448,0.3711
SKU-02458,Condicionador Oversize Azul,Beleza,Condicionador,FORN-064,12,245.6,701.5,417,71,346,100,2025-05-21,Em Estoque,201,0.2918
SKU-02459,Camiseta Luxo Rosa,Moda,Camiseta,FORN-004,59,79.72,173.53,362,77,285,121,2023-02-25,Em Estoque,448,0.2872
SKU-02460,Pulseira Clássico Rosa,Acessórios,Pulseira,FORN-060,5,187.34,342.7,487,34,453,102,2025-02-23,Em Estoque,448,0.1014
SKU-02461,Vela Aromática Moderno Bege,Lifestyle,Vela Aromática,FORN-048,5,266.65,525.25,348,88,260,86,2023-11-21,Em Estoque,448,0.4673
SKU-02462,Shorts Clássico Dourado,Moda,Shorts,FORN-072,14,155.85,420.34,248,63,185,77,2025-07-24,Em Estoque,448,0.4633
SKU-02463,Legging Sport Verde,Moda,Legging,FORN-092,56,340.23,943.41,1142,98,1044,37,2024-12-28,Em Estoque,448,0.3642
SKU-02464,Porta-Retrato Sustentável Branco,Lifestyle,Porta-Retrato,FORN-068,8,70.43,129.04,349,35,314,16,2023-04-20,Em Estoque,448,0.1977
SKU-02465,Porta-Retrato Sustentável Vermelho,Lifestyle,Porta-Retrato,FORN-014,12,175.29,509.24,363,3,360,80,2023-05-24,Em Estoque,448,0.1688
SKU-02466,Base Líquida Clássico Prata,Beleza,Base Líquida,FORN-049,8,211.76,663.06,493,4,489,99,2023-03-23,Em Estoque,314,0.2664
SKU-02467,Sérum Facial Sustentável Rosa,Beleza,Sérum Facial,FORN-087,15,148.63,322.59,406,121,285,144,2025-03-15,Em Estoque,610,0.2457
SKU-02468,Porta-Retrato Moderno Nude,Lifestyle,Porta-Retrato,FORN-027,10,285.7,556.33,385,29,356,126,2023-12-26,Em Estoque,448,0.2208
SKU-02469,Chapéu Edição Limitada Nude,Acessórios,Chapéu,FORN-024,47,333.45,717.43,21,0,21,45,2024-01-16,Estoque Crítico,448,0.2211
SKU-02470,Shorts Moderno Rosa,Moda,Shorts,FORN-090,13,166.44,499.91,682,202,480,97,2023-08-03,Em Estoque,448,0.1789
SKU-02471,Camiseta Oversize Bege,Moda,Camiseta,FORN-001,13,235.76,450.6,569,7,562,102,2023-08-20,Em Estoque,448,0.1172
SKU-02472,Protetor Solar Básico Bege,Beleza,Protetor Solar,FORN-079,12,395.78,1196.26,140,5,135,89,2025-06-02,Em Estoque,343,0.3425
SKU-02473,Óleo Corporal Artesanal Preto,Beleza,Óleo Corporal,FORN-068,7,176.55,484.79,0,0,0,130,2023-03-01,Ruptura,669,0.0436
SKU-02474,Calça Jeans Exclusivo Nude,Moda,Calça Jeans,FORN-097,9,151.92,302.7,658,145,513,115,2023-03-08,Em Estoque,448,0.4066
SKU-02475,Espelho de Mesa Exclusivo Dourado,Lifestyle,Espelho de Mesa,FORN-045,6,194.89,450.74,317,3,314,60,2023-04-01,Em Estoque,448,0.2758
SKU-02476,Condicionador Edição Limitada Preto,Beleza,Condicionador,FORN-078,9,376.8,883.13,6,0,6,81,2023-04-01,Estoque Crítico,228,0.2224
SKU-02477,Batom Sustentável Verde,Beleza,Batom,FORN-067,60,143.33,385.91,173,0,173,96,2025-02-10,Em Estoque,628,0.0888
SKU-02478,Moletom Artesanal Rosa,Moda,Moletom,FORN-087,11,68.62,129.33,439,26,413,148,2023-05-25,Em Estoque,448,0.0206
SKU-02479,Garrafa Térmica Urban Prata,Lifestyle,Garrafa Térmica,FORN-035,15,143.1,239.49,488,66,422,112,2023-02-16,Em Estoque,448,0.1311
SKU-02480,Shorts Artesanal Azul,Moda,Shorts,FORN-074,54,60.52,172.76,732,96,636,124,2024-01-15,Em Estoque,448,0.3397
SKU-02481,Luminária Artesanal Prata,Lifestyle,Luminária,FORN-095,10,222.5,514.96,317,9,308,32,2023-07-21,Em Estoque,448,0.2189
SKU-02482,Batom Slim Branco,Beleza,Batom,FORN-065,12,257.43,680.9,230,68,162,91,2023-08-16,Em Estoque,343,0.1401
SKU-02483,Calça Jeans Edição Limitada Rosa,Moda,Calça Jeans,FORN-046,49,371.99,749.15,252,56,196,149,2023-05-15,Descontinuado,448,0.0206
SKU-02484,Protetor Solar Edição Limitada Verde,Beleza,Protetor Solar,FORN-009,13,338.44,743.63,402,74,328,55,2024-12-19,Em Estoque,231,0.417
SKU-02485,Garrafa Térmica Urban Bege,Lifestyle,Garrafa Térmica,FORN-061,51,386.28,1097.85,60,4,56,103,2024-08-06,Estoque Crítico,448,0.4945
SKU-02486,Jaqueta Premium Preto,Moda,Jaqueta,FORN-071,10,193.98,467.4,589,150,439,39,2024-04-05,Em Estoque,448,0.0916
SKU-02487,Luminária Premium Preto,Lifestyle,Luminária,FORN-075,45,352.68,752.56,251,68,183,64,2024-11-20,Descontinuado,448,0.4769
SKU-02488,Shorts Básico Azul,Moda,Shorts,FORN-082,57,148.58,282.67,602,111,491,147,2024-10-22,Em Estoque,448,0.4297
SKU-02489,Pochete Luxo Preto,Acessórios,Pochete,FORN-095,12,324.48,740.43,12,3,9,79,2024-02-27,Estoque Crítico,448,0.1397
SKU-02490,Saia Premium Preto,Moda,Saia,FORN-036,14,50.15,149.86,499,72,427,60,2024-09-15,Em Estoque,448,0.3644
SKU-02491,Luminária Moderno Prata,Lifestyle,Luminária,FORN-090,12,185.93,557.79,464,91,373,132,2025-08-26,Em Estoque,448,0.0041
SKU-02492,Blusa de Tricô Luxo Prata,Moda,Blusa de Tricô,FORN-056,11,66.34,121.99,778,127,651,88,2023-05-06,Em Estoque,448,0.1814
SKU-02493,Calça Jeans Slim Branco,Moda,Calça Jeans,FORN-093,14,211.18,496.74,664,175,489,54,2023-11-06,Em Estoque,448,0.3572
SKU-02494,Kit Skincare Luxo Prata,Beleza,Kit Skincare,FORN-021,48,139.34,398.06,7,1,6,41,2023-03-22,Estoque Crítico,476,0.3595
SKU-02495,Colar Delicado Verde,Acessórios,Colar,FORN-054,59,370.99,880.27,186,53,133,78,2023-12-15,Em Estoque,448,0.1906
SKU-02496,Blusa de Tricô Edição Limitada Prata,Moda,Blusa de Tricô,FORN-076,52,239.16,723.96,411,94,317,89,2024-08-21,Em Estoque,448,0.4604
SKU-02497,Kit Chá Delicado Vermelho,Lifestyle,Kit Chá,FORN-048,12,293.44,650.2,440,64,376,133,2024-01-18,Em Estoque,448,0.0052
SKU-02498,Caderno Luxo Bege,Lifestyle,Caderno,FORN-076,58,138.12,415.57,474,47,427,28,2024-06-02,Em Estoque,448,0.312
SKU-02499,Perfume Clássico Nude,Beleza,Perfume,FORN-072,13,205.31,375.67,184,19,165,80,2023-03-01,Em Estoque,550,0.3465
SKU-02500,Kit Skincare Clássico Nude,Beleza,Kit Skincare,FORN-069,12,317.78,626.49,269,55,214,80,2023-01-13,Em Estoque,323,0.1533
SKU-02501,Mochila Moderno Nude,Acessórios,Mochila,FORN-005,52,81.65,243.87,131,15,116,24,2023-02-18,Em Estoque,448,0.4999
SKU-02502,Garrafa Térmica Moderno Preto,Lifestyle,Garrafa Térmica,FORN-011,6,370.28,1066.98,260,33,227,15,2024-06-09,Em Estoque,448,0.1624
SKU-02503,Óleo Corporal Oversize Bege,Beleza,Óleo Corporal,FORN-090,9,155.08,389.44,53,10,43,29,2024-04-14,Em Estoque,439,0.1739
SKU-02504,Planta Artificial Moderno Verde,Lifestyle,Planta Artificial,FORN-010,59,383.91,1154.61,102,20,82,138,2024-12-03,Estoque Crítico,448,0.3287
SKU-02505,Moletom Edição Limitada Nude,Moda,Moletom,FORN-056,8,269.68,519.22,555,147,408,100,2025-12-18,Em Estoque,448,0.1259
SKU-02506,Perfume Clássico Verde,Beleza,Perfume,FORN-088,11,363.5,984.36,307,78,229,38,2025-07-05,Em Estoque,614,0.4672
SKU-02507,Saia Edição Limitada Bege,Moda,Saia,FORN-076,51,169.47,511.21,549,110,439,144,2024-02-16,Em Estoque,448,0.2293
SKU-02508,Kit Skincare Sport Nude,Beleza,Kit Skincare,FORN-007,6,328.81,528.16,335,63,272,29,2025-01-22,Em Estoque,500,0.4282
SKU-02509,Porta-Retrato Luxo Preto,Lifestyle,Porta-Retrato,FORN-025,13,382.94,890.99,51,4,47,41,2024-11-03,Em Estoque,448,0.3173
SKU-02510,Meias Delicado Vermelho,Acessórios,Meias,FORN-022,54,329.89,909.51,213,23,190,48,2023-02-13,Em Estoque,448,0.2046
SKU-02511,Protetor Solar Artesanal Azul,Beleza,Protetor Solar,FORN-087,10,33.86,62.61,96,23,73,43,2024-03-11,Em Estoque,273,0.4773
SKU-02512,Camiseta Urban Dourado,Moda,Camiseta,FORN-041,10,378.87,967.06,539,16,523,80,2023-01-05,Em Estoque,448,0.2651
SKU-02513,Blusa de Tricô Premium Dourado,Moda,Blusa de Tricô,FORN-036,10,25.5,79.75,652,47,605,141,2023-10-21,Em Estoque,448,0.2829
SKU-02514,Vela Aromática Clássico Rosa,Lifestyle,Vela Aromática,FORN-035,5,134.87,385.78,44,0,44,13,2024-08-04,Em Estoque,448,0.0878
SKU-02515,Garrafa Térmica Clássico Dourado,Lifestyle,Garrafa Térmica,FORN-061,52,206.02,446.52,131,28,103,111,2023-08-05,Estoque Crítico,448,0.2225
SKU-02516,Protetor Solar Oversize Verde,Beleza,Protetor Solar,FORN-040,13,372.17,767.03,480,24,456,56,2024-07-14,Em Estoque,432,0.2905
SKU-02517,Espelho de Mesa Sport Bege,Lifestyle,Espelho de Mesa,FORN-078,9,88.11,240.76,426,35,391,27,2024-01-21,Em Estoque,448,0.4425
SKU-02518,Garrafa Térmica Urban Azul,Lifestyle,Garrafa Térmica,FORN-073,46,185.93,438.07,437,84,353,139,2023-05-26,Em Estoque,448,0.0953
SKU-02519,Espelho de Mesa Básico Bege,Lifestyle,Espelho de Mesa,FORN-078,14,348.53,680.91,470,28,442,38,2023-08-12,Em Estoque,448,0.2841
SKU-02520,Caderno Sustentável Branco,Lifestyle,Caderno,FORN-037,7,52.02,144.77,215,23,192,55,2023-12-13,Em Estoque,448,0.3611
SKU-02521,Calça Jeans Premium Preto,Moda,Calça Jeans,FORN-092,53,336.98,641.39,257,50,207,78,2024-05-07,Em Estoque,448,0.3746
SKU-02522,Condicionador Edição Limitada Nude,Beleza,Condicionador,FORN-012,9,75.99,205.48,472,1,471,24,2024-11-05,Em Estoque,632,0.1996
SKU-02523,Óleo Corporal Clássico Dourado,Beleza,Óleo Corporal,FORN-066,5,341.93,824.61,451,114,337,149,2024-11-16,Em Estoque,403,0.095
SKU-02524,Garrafa Térmica Premium Preto,Lifestyle,Garrafa Térmica,FORN-006,46,361.81,964.21,108,8,100,97,2025-12-28,Em Estoque,448,0.4787
SKU-02525,Brinco Slim Vermelho,Acessórios,Brinco,FORN-048,13,177.01,419.0,283,84,199,89,2024-11-01,Em Estoque,448,0.1378
SKU-02526,Protetor Solar Moderno Bege,Beleza,Protetor Solar,FORN-092,54,331.62,718.27,403,97,306,115,2025-05-27,Em Estoque,600,0.3677
SKU-02527,Saia Oversize Dourado,Moda,Saia,FORN-027,10,389.69,1095.06,527,127,400,111,2025-11-13,Em Estoque,448,0.4087
SKU-02528,Kit Skincare Edição Limitada Verde,Beleza,Kit Skincare,FORN-053,5,35.87,110.69,471,58,413,66,2024-12-11,Em Estoque,584,0.3686
SKU-02529,Esfoliante Clássico Branco,Beleza,Esfoliante,FORN-002,14,80.71,254.5,65,10,55,33,2025-05-11,Em Estoque,557,0.4198
SKU-02530,Top Clássico Azul,Moda,Top,FORN-063,11,177.02,360.56,839,78,761,64,2023-03-20,Em Estoque,448,0.0241
SKU-02531,Saia Clássico Bege,Moda,Saia,FORN-076,49,66.31,171.87,205,48,157,48,2024-11-07,Em Estoque,448,0.0839
SKU-02532,Sérum Facial Básico Rosa,Beleza,Sérum Facial,FORN-073,57,361.15,899.69,13,3,10,120,2025-11-22,Estoque Crítico,516,0.0999
SKU-02533,Regata Sustentável Prata,Moda,Regata,FORN-028,15,399.51,827.18,510,6,504,22,2024-09-05,Em Estoque,448,0.2002
SKU-02534,Mochila Artesanal Rosa,Acessórios,Mochila,FORN-089,13,104.35,322.11,419,0,419,89,2023-09-14,Em Estoque,448,0.4395
SKU-02535,Vela Aromática Exclusivo Verde,Lifestyle,Vela Aromática,FORN-043,14,88.69,253.6,218,21,197,132,2023-07-13,Em Estoque,448,0.4253
SKU-02536,Vestido Oversize Dourado,Moda,Vestido,FORN-095,7,205.38,536.29,311,52,259,148,2025-10-23,Em Estoque,448,0.4805
SKU-02537,Almofada Sustentável Bege,Lifestyle,Almofada,FORN-025,15,278.38,558.24,128,27,101,116,2024-02-02,Estoque Crítico,448,0.1774
SKU-02538,Colar Artesanal Vermelho,Acessórios,Colar,FORN-012,13,38.31,84.49,262,50,212,53,2025-09-13,Em Estoque,448,0.3734
SKU-02539,Kit Chá Artesanal Bege,Lifestyle,Kit Chá,FORN-035,9,249.55,792.56,455,4,451,72,2025-11-22,Em Estoque,448,0.1808
SKU-02540,Batom Artesanal Verde,Beleza,Batom,FORN-054,47,107.23,222.99,24,3,21,70,2023-09-08,Estoque Crítico,304,0.1981
SKU-02541,Almofada Sustentável Vermelho,Lifestyle,Almofada,FORN-075,47,325.71,857.48,404,117,287,62,2024-08-20,Em Estoque,448,0.1246
SKU-02542,Lenço Delicado Preto,Acessórios,Lenço,FORN-012,15,353.13,655.38,409,3,406,29,2024-04-04,Em Estoque,448,0.1842
SKU-02543,Top Clássico Azul,Moda,Top,FORN-075,48,158.25,307.95,804,163,641,65,2025-02-10,Em Estoque,448,0.2972
SKU-02544,Vestido Sustentável Preto,Moda,Vestido,FORN-024,52,66.43,169.51,436,8,428,38,2023-10-12,Em Estoque,448,0.4489
SKU-02545,Carteira Urban Dourado,Acessórios,Carteira,FORN-063,15,141.68,431.62,357,88,269,13,2023-12-01,Em Estoque,448,0.3284
SKU-02546,Condicionador Sport Branco,Beleza,Condicionador,FORN-060,11,350.15,1032.46,452,54,398,54,2024-05-17,Em Estoque,403,0.3923
SKU-02547,Condicionador Sustentável Branco,Beleza,Condicionador,FORN-048,6,138.79,381.68,155,27,128,39,2023-08-21,Em Estoque,643,0.0064
SKU-02548,Perfume Clássico Preto,Beleza,Perfume,FORN-033,46,37.7,74.64,375,92,283,143,2023-09-24,Em Estoque,296,0.0902
SKU-02549,Calça Jeans Edição Limitada Preto,Moda,Calça Jeans,FORN-004,56,347.23,1039.15,1114,38,1076,149,2023-03-22,Em Estoque,448,0.1758
SKU-02550,Luminária Clássico Verde,Lifestyle,Luminária,FORN-019,15,350.2,1055.67,45,3,42,38,2023-07-15,Em Estoque,448,0.363
SKU-02551,Legging Moderno Bege,Moda,Legging,FORN-050,60,278.26,490.41,856,56,800,38,2024-08-26,Em Estoque,448,0.269
SKU-02552,Espelho de Mesa Premium Bege,Lifestyle,Espelho de Mesa,FORN-041,6,146.58,353.48,447,65,382,53,2024-08-08,Em Estoque,448,0.0861
SKU-02553,Camisa Social Slim Branco,Moda,Camisa Social,FORN-062,15,326.63,1015.33,213,2,211,82,2025-01-12,Em Estoque,448,0.0397
SKU-02554,Condicionador Básico Preto,Beleza,Condicionador,FORN-086,10,30.44,64.4,163,0,163,145,2024-09-11,Em Estoque,478,0.207
SKU-02555,Sérum Facial Moderno Dourado,Beleza,Sérum Facial,FORN-065,9,185.74,478.46,25,0,25,68,2023-11-15,Estoque Crítico,582,0.137
SKU-02556,Camiseta Oversize Prata,Moda,Camiseta,FORN-030,10,144.52,438.37,86,5,81,123,2023-08-21,Estoque Crítico,448,0.2979
SKU-02557,Sombra Clássico Prata,Beleza,Sombra,FORN-024,45,64.77,175.1,0,0,0,43,2023-06-04,Ruptura,341,0.0325
SKU-02558,Camiseta Edição Limitada Azul,Moda,Camiseta,FORN-050,45,47.74,123.59,40,2,38,87,2023-07-11,Estoque Crítico,448,0.033
SKU-02559,Relógio de Parede Sport Rosa,Lifestyle,Relógio de Parede,FORN-061,47,293.23,685.4,342,50,292,79,2025-06-26,Em Estoque,448,0.2838
SKU-02560,Lenço Edição Limitada Azul,Acessórios,Lenço,FORN-081,47,82.14,256.98,406,32,374,24,2024-12-22,Em Estoque,448,0.1546
SKU-02561,Top Básico Azul,Moda,Top,FORN-070,48,239.47,733.32,102,30,72,80,2024-12-14,Estoque Crítico,448,0.2504
SKU-02562,Kit Chá Sustentável Vermelho,Lifestyle,Kit Chá,FORN-010,55,69.11,173.0,377,3,374,34,2024-01-19,Em Estoque,448,0.0482
SKU-02563,Óleo Corporal Básico Dourado,Beleza,Óleo Corporal,FORN-060,5,69.0,127.24,105,0,105,74,2025-06-08,Em Estoque,696,0.4371
SKU-02564,Esfoliante Clássico Verde,Beleza,Esfoliante,FORN-025,7,42.54,130.51,325,75,250,56,2025-05-17,Em Estoque,665,0.3921
SKU-02565,Perfume Sustentável Bege,Beleza,Perfume,FORN-059,7,255.37,766.69,97,6,91,96,2025-08-22,Estoque Crítico,196,0.0825
SKU-02566,Bolsa de Couro Luxo Nude,Acessórios,Bolsa de Couro,FORN-032,14,211.15,562.83,100,22,78,145,2024-07-10,Estoque Crítico,448,0.2673
SKU-02567,Top Sustentável Azul,Moda,Top,FORN-075,52,141.26,397.52,693,181,512,71,2025-02-18,Em Estoque,448,0.2087
SKU-02568,Máscara de Cílios Delicado Bege,Beleza,Máscara de Cílios,FORN-061,52,146.73,464.99,115,15,100,89,2023-07-21,Em Estoque,600,0.2126
SKU-02569,Camiseta Básico Rosa,Moda,Camiseta,FORN-089,7,54.91,122.85,200,44,156,97,2023-07-07,Em Estoque,448,0.4001
SKU-02570,Batom Clássico Azul,Beleza,Batom,FORN-025,10,194.56,399.49,136,23,113,102,2025-02-24,Em Estoque,493,0.1025
SKU-02571,Óculos de Sol Básico Branco,Acessórios,Óculos de Sol,FORN-014,12,149.02,450.5,135,18,117,95,2024-11-10,Em Estoque,448,0.4067
SKU-02572,Perfume Sport Rosa,Beleza,Perfume,FORN-023,15,311.94,688.05,258,14,244,103,2023-03-20,Em Estoque,597,0.1373
SKU-02573,Kit Skincare Clássico Rosa,Beleza,Kit Skincare,FORN-085,57,129.54,328.85,449,128,321,123,2023-05-15,Em Estoque,720,0.4412
SKU-02574,Esfoliante Artesanal Branco,Beleza,Esfoliante,FORN-047,8,344.55,584.99,161,7,154,76,2024-11-03,Em Estoque,405,0.4285
SKU-02575,Kit Skincare Clássico Azul,Beleza,Kit Skincare,FORN-007,10,383.99,1113.74,285,21,264,76,2024-12-07,Em Estoque,206,0.3624
SKU-02576,Shorts Edição Limitada Rosa,Moda,Shorts,FORN-031,12,223.33,600.51,393,39,354,62,2025-01-27,Em Estoque,448,0.4605
SKU-02577,Sérum Facial Edição Limitada Vermelho,Beleza,Sérum Facial,FORN-095,14,167.92,463.57,193,51,142,115,2023-12-15,Em Estoque,284,0.4406
SKU-02578,Calça Jeans Exclusivo Dourado,Moda,Calça Jeans,FORN-077,46,166.59,268.93,79,8,71,122,2023-06-19,Estoque Crítico,448,0.0055
SKU-02579,Vestido Oversize Preto,Moda,Vestido,FORN-018,51,50.93,85.08,260,23,237,133,2023-09-26,Em Estoque,448,0.2084
SKU-02580,Lenço Moderno Bege,Acessórios,Lenço,FORN-015,50,42.83,95.33,40,4,36,150,2024-03-12,Estoque Crítico,448,0.0193
SKU-02581,Batom Delicado Vermelho,Beleza,Batom,FORN-080,14,329.48,923.84,231,64,167,76,2023-01-02,Em Estoque,472,0.0433
SKU-02582,Porta-Retrato Slim Vermelho,Lifestyle,Porta-Retrato,FORN-002,15,200.76,591.74,86,7,79,146,2024-02-23,Estoque Crítico,448,0.4899
SKU-02583,Máscara de Cílios Exclusivo Verde,Beleza,Máscara de Cílios,FORN-095,14,289.3,740.43,233,41,192,130,2025-07-07,Em Estoque,681,0.3515
SKU-02584,Máscara de Cílios Artesanal Azul,Beleza,Máscara de Cílios,FORN-004,55,139.47,329.79,0,0,0,63,2024-08-14,Ruptura,499,0.3602
SKU-02585,Blusa de Tricô Artesanal Azul,Moda,Blusa de Tricô,FORN-078,9,297.31,730.42,687,58,629,24,2023-06-26,Em Estoque,448,0.0137
SKU-02586,Blusa de Tricô Delicado Prata,Moda,Blusa de Tricô,FORN-081,58,255.21,801.9,435,107,328,64,2024-05-22,Em Estoque,448,0.4587
SKU-02587,Saia Oversize Branco,Moda,Saia,FORN-022,47,41.64,99.96,132,8,124,107,2024-11-10,Em Estoque,448,0.2637
SKU-02588,Óculos de Sol Luxo Rosa,Acessórios,Óculos de Sol,FORN-045,14,131.49,315.94,402,77,325,69,2024-07-12,Em Estoque,448,0.0796
SKU-02589,Jaqueta Sustentável Dourado,Moda,Jaqueta,FORN-098,55,34.47,79.82,427,92,335,92,2024-04-16,Em Estoque,448,0.1268
SKU-02590,Caderno Sport Bege,Lifestyle,Caderno,FORN-043,6,84.78,263.59,480,141,339,84,2024-08-26,Em Estoque,448,0.3205
SKU-02591,Saia Delicado Verde,Moda,Saia,FORN-099,7,343.8,1018.7,603,44,559,80,2025-11-25,Em Estoque,448,0.2146
SKU-02592,Pulseira Delicado Nude,Acessórios,Pulseira,FORN-051,12,116.82,350.17,486,144,342,23,2023-01-27,Em Estoque,448,0.259
SKU-02593,Saia Premium Preto,Moda,Saia,FORN-072,9,308.65,662.97,531,72,459,46,2024-10-24,Em Estoque,448,0.4446
SKU-02594,Legging Exclusivo Verde,Moda,Legging,FORN-009,8,276.77,712.19,493,63,430,95,2023-10-10,Em Estoque,448,0.1568
SKU-02595,Porta-Retrato Premium Rosa,Lifestyle,Porta-Retrato,FORN-008,56,73.48,164.35,125,13,112,77,2024-02-03,Em Estoque,448,0.2496
SKU-02596,Blush Clássico Prata,Beleza,Blush,FORN-023,15,165.31,356.89,308,24,284,65,2025-09-02,Em Estoque,247,0.241
SKU-02597,Luminária Premium Azul,Lifestyle,Luminária,FORN-026,52,43.24,125.58,149,18,131,32,2025-11-10,Em Estoque,448,0.3267
SKU-02598,Bolsa de Couro Urban Bege,Acessórios,Bolsa de Couro,FORN-087,5,259.58,796.61,44,3,41,130,2025-09-02,Estoque Crítico,448,0.3658
SKU-02599,Difusor Premium Nude,Lifestyle,Difusor,FORN-031,11,204.5,646.69,477,105,372,137,2024-08-15,Em Estoque,448,0.2086
SKU-02600,Kit Chá Edição Limitada Rosa,Lifestyle,Kit Chá,FORN-046,56,133.54,345.6,29,3,26,74,2025-02-20,Estoque Crítico,448,0.1661
SKU-02601,Colar Moderno Verde,Acessórios,Colar,FORN-099,6,60.99,102.51,195,39,156,62,2025-06-12,Em Estoque,448,0.4115
SKU-02602,Sombra Delicado Bege,Beleza,Sombra,FORN-025,8,91.67,285.45,42,3,39,103,2025-12-03,Estoque Crítico,498,0.4869
SKU-02603,Óleo Corporal Sport Preto,Beleza,Óleo Corporal,FORN-060,5,74.44,148.93,221,17,204,118,2023-07-15,Em Estoque,288,0.1606
SKU-02604,Meias Luxo Rosa,Acessórios,Meias,FORN-040,13,201.45,372.98,477,107,370,83,2025-04-24,Em Estoque,448,0.3308
SKU-02605,Kit Skincare Sustentável Azul,Beleza,Kit Skincare,FORN-007,7,241.59,407.29,290,41,249,132,2023-06-06,Em Estoque,341,0.1152
SKU-02606,Caderno Exclusivo Nude,Lifestyle,Caderno,FORN-027,12,195.6,347.9,191,34,157,56,2025-05-17,Em Estoque,448,0.2801
SKU-02607,Chapéu Urban Nude,Acessórios,Chapéu,FORN-039,14,156.13,270.43,347,92,255,95,2025-10-03,Em Estoque,448,0.3505
SKU-02608,Moletom Urban Rosa,Moda,Moletom,FORN-039,11,115.54,244.28,243,0,243,17,2024-02-12,Em Estoque,448,0.4366
SKU-02609,Meias Exclusivo Vermelho,Acessórios,Meias,FORN-064,13,158.88,319.2,455,2,453,27,2025-10-16,Em Estoque,448,0.3
SKU-02610,Camiseta Básico Rosa,Moda,Camiseta,FORN-049,12,376.78,1054.15,630,58,572,118,2024-03-25,Em Estoque,448,0.1725
SKU-02611,Vestido Exclusivo Preto,Moda,Vestido,FORN-008,54,273.09,638.56,1050,253,797,71,2024-12-28,Em Estoque,448,0.3368
SKU-02612,Calça Jeans Moderno Rosa,Moda,Calça Jeans,FORN-002,12,243.21,438.75,701,98,603,78,2024-08-11,Em Estoque,448,0.2444
SKU-02613,Vestido Sport Prata,Moda,Vestido,FORN-092,51,350.3,986.6,772,175,597,138,2024-02-12,Em Estoque,448,0.212
SKU-02614,Lenço Exclusivo Branco,Acessórios,Lenço,FORN-045,10,302.23,536.67,166,23,143,116,2025-07-03,Em Estoque,448,0.2079
SKU-02615,Colar Premium Nude,Acessórios,Colar,FORN-031,11,375.0,743.39,128,26,102,13,2024-10-12,Em Estoque,448,0.3481
SKU-02616,Calça Jeans Moderno Azul,Moda,Calça Jeans,FORN-076,55,177.82,337.97,134,23,111,29,2025-03-12,Em Estoque,448,0.2026
SKU-02617,Base Líquida Clássico Vermelho,Beleza,Base Líquida,FORN-073,59,341.35,1033.32,285,49,236,134,2025-05-17,Em Estoque,699,0.3141
SKU-02618,Meias Moderno Branco,Acessórios,Meias,FORN-074,58,373.29,632.18,82,15,67,23,2024-12-07,Em Estoque,448,0.4377
SKU-02619,Óculos de Sol Delicado Verde,Acessórios,Óculos de Sol,FORN-073,47,180.34,326.96,2,0,2,44,2024-05-13,Estoque Crítico,448,0.2936
SKU-02620,Vela Aromática Básico Dourado,Lifestyle,Vela Aromática,FORN-050,51,389.75,1093.26,46,9,37,138,2024-04-15,Estoque Crítico,448,0.4981
SKU-02621,Planta Artificial Oversize Verde,Lifestyle,Planta Artificial,FORN-029,57,21.68,62.03,88,6,82,13,2024-04-12,Em Estoque,448,0.1038
SKU-02622,Kit Chá Sustentável Verde,Lifestyle,Kit Chá,FORN-051,14,297.94,555.93,311,66,245,89,2023-01-26,Em Estoque,448,0.0052
SKU-02623,Bolsa de Couro Moderno Bege,Acessórios,Bolsa de Couro,FORN-061,51,27.02,75.76,157,33,124,54,2025-08-10,Em Estoque,448,0.4935
SKU-02624,Blusa de Tricô Clássico Azul,Moda,Blusa de Tricô,FORN-044,11,50.73,126.36,707,3,704,72,2025-01-22,Em Estoque,448,0.4286
SKU-02625,Espelho de Mesa Oversize Prata,Lifestyle,Espelho de Mesa,FORN-086,11,387.3,1029.48,287,42,245,61,2025-11-28,Em Estoque,448,0.0524
SKU-02626,Porta-Retrato Exclusivo Branco,Lifestyle,Porta-Retrato,FORN-060,12,322.16,530.93,480,53,427,110,2024-07-13,Em Estoque,448,0.3258
SKU-02627,Colar Sustentável Bege,Acessórios,Colar,FORN-065,6,267.02,494.89,487,83,404,141,2024-06-01,Em Estoque,448,0.4886
SKU-02628,Sérum Facial Sport Bege,Beleza,Sérum Facial,FORN-086,15,248.46,790.26,15,1,14,135,2024-04-12,Estoque Crítico,382,0.3335
SKU-02629,Jaqueta Clássico Rosa,Moda,Jaqueta,FORN-095,10,67.93,183.6,705,115,590,35,2025-11-11,Descontinuado,448,0.4033
SKU-02630,Garrafa Térmica Premium Verde,Lifestyle,Garrafa Térmica,FORN-052,59,231.07,538.33,34,2,32,111,2024-03-10,Estoque Crítico,448,0.4248
SKU-02631,Condicionador Exclusivo Nude,Beleza,Condicionador,FORN-010,56,80.79,222.75,489,129,360,70,2025-09-06,Em Estoque,255,0.1647
